pergunta,resposta
Família Acolhedora Goiana : Como funciona o processo de entrevistas e avaliações das famílias acolhedoras?,"O processo de seleção inclui a análise dos requisitos para ser uma família acolhedora, além de uma avaliação da estrutura familiar para garantir o bem-estar das crianças e adolescentes acolhidos."
Programa Aprendiz do Futuro : Quais são as qualificações necessárias para participar do programa?,"Jovens entre 14 e 15 anos e 11 meses, pertencentes a famílias de baixa renda e grupos prioritários, como etnias tradicionais, têm preferência."
Goiás Por Elas : Quanto tempo dura o apoio fornecido pelo programa Goiás Por Elas?,O benefício do programa Goiás Por Elas é concedido por um período de até um ano.
Dignidade : Quais são os pontos positivos de participar do Programa Dignidade?,O benefício de R$ 300 mensais ajuda idosos de 60 a 64 anos a melhorar sua qualidade de vida em situação de pobreza ou extrema pobreza.
Programa Aprendiz do Futuro : O que o programa Aprendiz do Futuro visa alcançar em termos de desenvolvimento?,"Promover a formação técnica e profissional dos jovens, contribuindo para seu desenvolvimento pessoal e social."
Programa Aprendiz do Futuro : Quais são as opções de cursos oferecidas pelo programa?,"Os adolescentes recebem cursos de qualificação profissional em diversas áreas, além de reforço em português, redação e matemática."
Programa Auxílio Nutricional : Quais são os critérios para que uma entidade seja beneficiada pelo Auxílio Nutricional?,"Para receber o auxílio, as entidades precisam participar de um Chamamento Público organizado anualmente."
Família Acolhedora Goiana : Qual é o papel da Família Acolhedora dentro do programa de acolhimento?,"Quando uma família acolhedora recebe uma criança ou adolescente, ela cuida de sua saúde, educação, lazer e vida em comunidade, com apoio das equipes profissionais."
Família Acolhedora Goiana : Qual é o procedimento de escolha das famílias acolhedoras?,"O processo de seleção inclui a análise dos requisitos para ser uma família acolhedora, além de uma avaliação da estrutura familiar para garantir o bem-estar das crianças e adolescentes acolhidos."
Goiás Por Elas : Quais são os procedimentos adotados caso uma beneficiária não cumpra os critérios exigidos?,"O descumprimento dos critérios, como a revogação da medida protetiva ou a mudança de residência, pode resultar no descredenciamento da beneficiária."
"Programa de Água e Energia : O Programa de Água e Energia, poderia me dizer mais sobre isso?","É um programa destinado a auxiliar no pagamento das tarifas de energia elétrica, água tratada e coleta de esgotamento sanitário."
Programa de Água e Energia : Estou interessado em saber sobre o Programa de Água e Energia. O que é?,"Trata-se de um auxílio voltado para custear as despesas com energia elétrica, água tratada e coleta de esgoto."
Carteira de Identificação do Autista : Como a Carteira de Identificação do Autista pretende beneficiar os autistas?,A carteira tem como objetivo promover a inclusão social das pessoas com Transtorno do Espectro Autista (TEA).
Carteira de Identificação do Autista : Como posso adquirir a Carteira de Identificação do Autista?,"Para obter a carteira, o interessado deve preencher um formulário, fornecer uma foto 3x4, relatório médico, documento de identidade, CPF e comprovante de endereço."
Dignidade Menstrual : Qual é o valor total anual gasto no programa Dignidade Menstrual?,"O investimento anual do programa é de R$ 17,2 milhões."
Família Acolhedora Goiana : Como funciona o programa Família Acolhedora Goiana?,"É um programa que cuida do acolhimento de crianças e adolescentes afastados de suas famílias por medida de proteção, em lares de famílias cadastradas."
Programa Aprendiz do Futuro : Quais são os benefícios que o programa Aprendiz do Futuro traz para os jovens?,"O programa promove inclusão social, melhora a qualidade de vida e garante a permanência dos jovens na escola."
Programa Crédito Social : O que é o Programa Crédito Social?,O Programa Crédito Social é uma iniciativa do Governo de Goiás para gerar oportunidades e reduzir desigualdades sociais e econômicas.
Programa Crédito Social : Quais resultados positivos são alcançados pelo Programa Crédito Social?,Os participantes do programa recebem recursos financeiros para investir em projetos de empreendedorismo e desenvolvimento profissional.
Carteira de Identificação do Autista : Quais são os benefícios de ser uma das primeiras iniciativas a implementar a Carteira de Identificação do Autista?,A iniciativa é inovadora por ser uma das primeiras a oferecer uma carteira de identificação para pessoas com TEA.
Dignidade : Qual é o procedimento para obter a segunda via do cartão do Programa Dignidade em caso de perda?,"Se você perdeu ou extraviou o cartão, entre em contato com a BK Bank pelo número 08009010203 ou pelo WhatsApp (16) 99375-7412 para solicitar uma segunda via."
Passaporte da Pessoa Idosa : Posso usar o Passaporte da Pessoa Idosa para viagens interestaduais?,"O passaporte só pode ser usado em viagens intermunicipais dentro de Goiás, não para viagens interestaduais."
Família Acolhedora Goiana : Como acontece o processo de capacitação das famílias acolhedoras?,O processo de capacitação inclui treinamentos sobre os cuidados necessários com crianças e adolescentes em acolhimento e orientação sobre o processo de acolhimento.
Programa Aprendiz do Futuro : Quais são as especializações ou focos dos cursos oferecidos pelo programa?,Os aprendizes têm acesso a cursos de qualificação profissional e reforço em matérias como português e matemática.
Carteira de Identificação do Autista : Pode explicar o que significa a Carteira de Identificação do Autista?,A carteira foi instituída pelo Decreto nº 9.107/17 e é uma iniciativa pioneira em todo o Brasil para identificar pessoas com TEA.
Carteira de Identificação do Autista : Quais documentos são necessários para obter a Carteira de Identificação do Autista?,"Você deve preencher um formulário, apresentar foto 3x4, relatório médico por especialista, certidão de nascimento ou identidade, CPF e comprovante de endereço."
Programa Auxílio Nutricional : Quais são os recursos disponíveis para as entidades aprenderem mais sobre o Auxílio Nutricional?,As entidades podem obter mais informações entrando em contato pelos telefones (62) 3201-5345 ou (62) 3270-9618.
Cestas Básicas : Quem coordena os programas de cestas básicas?,"O Governo de Goiás, por meio da Secretaria de Desenvolvimento Social, é responsável pelo programa."
Programa Aprendiz do Futuro : Quais são os critérios de elegibilidade para se candidatar ao programa?,"O programa seleciona jovens com base em critérios como idade, situação econômica, e prioriza aqueles em situações de vulnerabilidade social e econômica."
Programa Crédito Social : Quais são as principais fontes de financiamento do Programa Crédito Social?,"O programa recebe recursos de transferências de instituições governamentais e não governamentais, nacionais e internacionais."
Carteira de Identificação do Autista : Quais são os contatos para obter mais informações sobre a Carteira de Identificação do Autista?,Você pode obter mais informações ligando para (62) 98104-3652 ou enviando um e-mail para ger.pcd@goias.gov.br.
Programa Mães de Goiás : Quais são os resultados esperados do Programa Mães de Goiás?,"O Programa Mães de Goiás é um programa de transferência de renda que busca garantir segurança alimentar, fomentar renda, oferecer melhor qualidade de vida e assegurar a permanência dos filhos na escola às famílias com filhos de até seis anos de idade, por meio do auxílio de R$ 250 (duzentos e cinquenta reais) por mês."
Goiás Por Elas : Quais outros programas as beneficiárias podem acessar com prioridade?,"Além do benefício financeiro, as mulheres têm acesso prioritário a outros programas sociais do governo estadual, como Mães de Goiás e Aprendiz do Futuro."
Programa Crédito Social : O que caracteriza o Programa Crédito Social?,O Programa Crédito Social é uma iniciativa do Governo de Goiás para gerar oportunidades e reduzir desigualdades sociais e econômicas.
Programa Auxílio Nutricional : Como as entidades podem se informar melhor sobre o Auxílio Nutricional?,"Para mais detalhes, as entidades podem ligar para os telefones (62) 3201-5345 ou (62) 3270-9618 ou enviar um e-mail para auxilionutricional.seds@goias.gov.br."
Dignidade Menstrual : Quantas mulheres em situação de vulnerabilidade são beneficiadas pelo programa Dignidade Menstrual em colaboração com a SEDS?,"A SEDS distribui absorventes gratuitos para 5 mil mulheres vulneráveis em abrigos, situação de rua, centros de atendimento social e sistema socioeducativo."
Programa Crédito Social : O que o Programa Crédito Social faz para alcançar seus objetivos?,"O programa realiza ações de inclusão social das famílias, promovendo mecanismos de suporte financeiro e profissionalizante."
Cestas Básicas : Qual é a secretaria responsável pelas cestas básicas?,A Secretaria de Desenvolvimento Social coordena as ações relacionadas às cestas básicas.
Programa Aprendiz do Futuro : Quais são os temas abordados nos cursos do programa?,"Os cursos incluem reforço escolar e capacitação em áreas como matemática, português e outras habilidades técnicas."
Programa Auxílio Nutricional : Como as organizações podem solicitar o Auxílio Nutricional?,"Para receber o auxílio, as entidades precisam participar de um Chamamento Público organizado anualmente."
Goiás Por Elas : Como o programa promove a inclusão e o bem-estar das mulheres em situação de vulnerabilidade?,"Ao fornecer auxílio financeiro e priorizar o acesso a outros programas sociais, o Goiás Por Elas ajuda as mulheres a reconstruírem suas vidas."
Cestas Básicas : Quem são os contemplados com as Cestas Básicas?,As cestas básicas são destinadas a pessoas em situação de vulnerabilidade social.
Carteira de Identificação do Autista : Quais são os canais de comunicação para esclarecimentos sobre a Carteira de Identificação do Autista?,Entre em contato com a Gerência da Pessoa com Deficiência pelo número (62) 98104-3652 ou pelo e-mail ger.pcd@goias.gov.br.
Passe Livre da Pessoa com Deficiência : Como se cadastrar?,"Para se cadastrar, preencha o formulário no site da Secretaria e encaminhe ao CRAS mais próximo."
Programa Crédito Social : Como o Programa Crédito Social é financiado?,"Outras fontes incluem doações de pessoas físicas e jurídicas, rendimentos de aplicações financeiras e outras fontes de receita."
Família Acolhedora Goiana : De que maneira é estabelecida a ligação afetiva entre a criança ou adolescente acolhido e sua família de origem?,"A equipe técnica busca manter o contato da criança ou adolescente com sua família de origem sempre que possível, garantindo um ambiente seguro e estável."
Programa Crédito Social : Quais são as transformações sociais promovidas pelo Programa Crédito Social?,"O programa ajuda a melhorar a qualidade de vida das famílias, incentivando a capacitação profissional e o empreendedorismo."
Programa Crédito Social : Quem coordena o Programa Crédito Social?,A coordenação do programa é feita pela Secretaria de Desenvolvimento Social em parceria com outras secretarias estaduais.
Carteira de Identificação do Autista : Quais resultados a Carteira de Identificação do Autista busca proporcionar?,A iniciativa visa assegurar o exercício pleno da cidadania para pessoas com TEA.
Goiás Por Elas : Qual é o prazo de vigência do benefício do programa Goiás Por Elas?,O benefício do programa Goiás Por Elas é concedido por um período de até um ano.
Programa Crédito Social : Quais são as vantagens diretas para as famílias participantes do Programa Crédito Social?,"O programa oferece suporte financeiro para capacitação profissional e empreendedorismo, ajudando a melhorar a qualidade de vida das famílias."
Programa Aprendiz do Futuro : Quais são os objetivos e benefícios do programa Aprendiz do Futuro?,O Aprendiz do Futuro é um programa governamental de Goiás que oferece oportunidades de sócio-aprendizagem para jovens em situação de vulnerabilidade.
Goiás Por Elas : Qual é o período de duração do benefício oferecido pelo programa Goiás Por Elas?,O benefício do programa Goiás Por Elas é concedido por um período de até um ano.
Programa Crédito Social : Quem está à frente da coordenação do Programa Crédito Social?,A coordenação do programa é feita pela Secretaria de Desenvolvimento Social em parceria com outras secretarias estaduais.
Goiás Por Elas : Quais são os canais de divulgação utilizados para fornecer informações detalhadas sobre o programa?,As mulheres podem obter mais informações entrando em contato com a Secretaria de Estado de Desenvolvimento Social ou acessando o site oficial do governo.
Dignidade : Quem pode participar do Programa Dignidade?,"Podem participar pessoas idosas de 60 a 64 anos e 11 meses em situação de pobreza ou extrema pobreza em Goiás, inscritas no CadÚnico."
Família Acolhedora Goiana : Há espaço para afeto e vínculos entre os acolhidos e as famílias acolhedoras?,"Sim, é comum e positivo que a família acolhedora se apegue aos acolhidos, beneficiando ambas as partes."
Dignidade Menstrual : Qual é o investimento anual do programa Dignidade Menstrual?,"O programa conta com um investimento anual de R$ 17,2 milhões."
Programa Aprendiz do Futuro : Quais são os critérios de seleção para o programa?,"O programa seleciona jovens com base em critérios como idade, situação econômica, e prioriza aqueles em situações de vulnerabilidade social e econômica."
Família Acolhedora Goiana : Como é o processo de seleção das famílias acolhedoras?,"As famílias interessadas devem passar por uma análise da equipe técnica para avaliar suas condições de saúde física e mental, idoneidade moral e disponibilidade para acolher crianças e adolescentes."
Carteira de Identificação do Autista : Quais profissionais de saúde podem preencher o relatório médico necessário para obter a Carteira de Identificação do Autista?,"O relatório médico deve ser preenchido por um especialista em Psiquiatria, Neurologia ou Pediatria."
Dignidade : Quem não atende aos critérios estabelecidos para o recebimento do benefício do Programa Dignidade?,Aqueles que já recebem o Bolsa Família do Governo Federal não são elegíveis para o programa.
Programa Crédito Social : Quais são as transformações sociais promovidas pelo Programa Crédito Social?,"O programa ajuda a reduzir desigualdades sociais e econômicas, promovendo oportunidades para famílias vulneráveis."
Carteira de Identificação do Autista : Quais são as metas da Carteira de Identificação do Autista?,Os objetivos incluem oferecer condições que garantam a inclusão social das pessoas com TEA.
Programa Auxílio Nutricional : De que maneira as entidades são beneficiadas pelo Auxílio Nutricional?,O auxílio financeiro permite que as entidades ofereçam uma nutrição de qualidade para seus assistidos.
Carteira de Identificação do Autista : O que torna a abordagem da Carteira de Identificação do Autista inovadora e pioneira?,A Carteira de Identificação do Autista é pioneira por ser a primeira em Goiás a oferecer essa forma de identificação.
Cestas Básicas : Quais são as pessoas que se beneficiam das Cestas Básicas?,As cestas básicas beneficiam pessoas em situação de vulnerabilidade social.
Programa Aprendiz do Futuro : Estou interessado em entender os propósitos educacionais do programa Aprendiz do Futuro.,Os objetivos incluem garantir a permanência do jovem na escola e prepará-los para a cidadania.
Programa Mães de Goiás : Como funciona o Programa Mães de Goiás?,"É um programa de ajuda financeira para famílias com crianças de até seis anos de idade em Goiás, com um auxílio mensal de R$ 250."
Dignidade : Como proceder para obter a segunda via do cartão do Programa Dignidade em situações de perda?,"Se você perdeu ou extraviou o cartão, entre em contato com a BK Bank pelo número 08009010203 ou pelo WhatsApp (16) 99375-7412 para solicitar uma segunda via."
Família Acolhedora Goiana : Qual é o procedimento de treinamento das famílias acolhedoras?,As famílias candidatas passam por um processo de seleção e capacitação ministrado pela equipe técnica do serviço de acolhimento.
Programa Aprendiz do Futuro : Quais são os critérios que o programa usa para selecionar os participantes?,"Os candidatos devem atender aos critérios de idade, situação econômica e pertencer a grupos prioritários, como etnias tradicionais e pessoas com deficiência."
Dignidade : Quem está fora dos requisitos para receber o benefício do Programa Dignidade?,O programa não é destinado a quem já recebe o benefício do Bolsa Família do Governo Federal.
Cestas Básicas : Qual foi o total de cestas básicas distribuídas até o momento?,"Foram entregues mais de 1,3 milhão de cestas básicas em Goiás desde o início da pandemia."
Dignidade Menstrual : Qual é o número de mulheres vulneráveis atendidas pelo programa Dignidade Menstrual por meio da SEDS?,"O programa, por meio da SEDS, beneficia 5 mil mulheres vulneráveis em abrigos, situação de rua, centros de atendimento social e sistema socioeducativo."
Família Acolhedora Goiana : Quais são os deveres da Família Acolhedora?,"As famílias acolhedoras são responsáveis pelo cuidado da criança ou adolescente em sua casa, prestando atenção à saúde, educação, lazer e vida em comunidade."
Goiás Por Elas : Como o programa beneficia as mulheres em situação de vulnerabilidade social?,"Ao fornecer auxílio financeiro e priorizar o acesso a outros programas sociais, o Goiás Por Elas ajuda as mulheres a reconstruírem suas vidas."
Dignidade : Quais são os objetivos do Programa Dignidade?,O Programa Dignidade é uma iniciativa que beneficia com R$ 300 mensais pessoas de 60 a 64 anos em situação de pobreza ou extrema pobreza.
Carteira de Identificação do Autista : Existe um formulário específico para solicitar a Carteira de Identificação do Autista?,"Você precisa imprimir e preencher um Formulário de Requerimento, apresentar foto 3x4, relatório médico e documentos de identidade e comprovante de endereço."
Programa Crédito Social : Quais são os efeitos positivos do Programa Crédito Social sobre as comunidades?,Os beneficiários do programa têm acesso a suporte financeiro para capacitação profissional e empreendedorismo.
Programa Aprendiz do Futuro : Como os jovens podem se beneficiar com oportunidades internacionais?,"Os selecionados podem realizar intercâmbios na Europa, conhecendo países como Portugal, Bélgica e Barcelona."
Programa Aprendiz do Futuro : Quem tem permissão para se inscrever no programa Aprendiz do Futuro?,"O programa atende jovens de 14 a 15 anos e 11 meses, especialmente aqueles em situação de vulnerabilidade econômica ou social."
Goiás Por Elas : Quais são os demais programas disponíveis para as beneficiárias com acesso prioritário?,"Além do benefício financeiro, as mulheres têm acesso prioritário a outros programas sociais do governo estadual, como Mães de Goiás e Aprendiz do Futuro."
Programa de Água e Energia : Poderia me elucidar sobre o Programa de Água e Energia?,"O Auxílio para Pagamento de Tarifas de Energia Elétrica, Água Tratada e Coleta de Esgotamento Sanitário"
Programa Crédito Social : Quando foi lançado o Programa Crédito Social?,O Crédito Social foi lançado em abril de 2021 para beneficiar famílias em situação de vulnerabilidade.
Carteira de Identificação do Autista : O que envolve a Carteira de Identificação do Autista?,"A Carteira de Identificação do Autista é um documento pioneiro que assegura a identificação de pessoas com TEA, promovendo o exercício pleno da cidadania."
Carteira de Identificação do Autista : O que devo fazer para obter a Carteira de Identificação do Autista?,"Você deve preencher um formulário, apresentar foto 3x4, relatório médico por especialista, certidão de nascimento ou identidade, CPF e comprovante de endereço."
Programa Crédito Social : De onde vêm os recursos financeiros para o Programa Crédito Social?,"Os recursos vêm do Orçamento Geral do Estado, incluindo o Fundo de Proteção Social de Goiás."
Programa Aprendiz do Futuro : Quais são os critérios de elegibilidade para se candidatar ao programa?,"Os candidatos devem atender aos critérios de idade, situação econômica e pertencer a grupos prioritários, como etnias tradicionais e pessoas com deficiência."
Carteira de Identificação do Autista : Quem deve preencher o formulário médico para solicitar a Carteira de Identificação do Autista?,"Um especialista em Psiquiatria, Neurologia ou Pediatria precisa preencher o relatório médico."
Programa Aprendiz do Futuro : Quem deve considerar participar do programa Aprendiz do Futuro?,"O programa atende jovens de 14 a 15 anos e 11 meses, especialmente aqueles em situação de vulnerabilidade econômica ou social."
Carteira de Identificação do Autista : Existe um formulário específico para solicitar a Carteira de Identificação do Autista?,"Para obter a carteira, preencha o Formulário de Requerimento, apresente uma foto 3x4, relatório médico, certidão de nascimento ou identidade, CPF e comprovante de endereço."
Programa Aprendiz do Futuro : Quais são as oportunidades oferecidas aos participantes do programa?,"Os participantes têm direito a salário, férias, 13º salário, seguro de vida, auxílio transporte e alimentação."
Programa Auxílio Nutricional : Como o Auxílio Nutricional contribui para o sucesso das entidades?,O auxílio financeiro permite que as entidades ofereçam uma nutrição de qualidade para seus assistidos.
Família Acolhedora Goiana : Quais são os deveres da Família Acolhedora?,"Quando uma família acolhedora recebe uma criança ou adolescente, ela cuida de sua saúde, educação, lazer e vida em comunidade, com apoio das equipes profissionais."
Dignidade : Quem tem direito de participar do Programa Dignidade?,"O programa atende pessoas idosas de 60 a 64 anos e 11 meses, inscritas no CadÚnico, em situação de vulnerabilidade econômica."
Programa Aprendiz do Futuro : Quais são as oportunidades oferecidas aos participantes do programa?,"Os jovens recebem salário de R$ 663,39, auxílio alimentação de R$ 150, auxílio transporte, seguro de vida, férias e 13º salário."
Programa Crédito Social : De que maneira o Programa Crédito Social contribui para o bem-estar das famílias?,"O programa oferece suporte financeiro para capacitação profissional e empreendedorismo, ajudando a melhorar a qualidade de vida das famílias."
Carteira de Identificação do Autista : Quais impactos positivos a Carteira de Identificação do Autista busca promover?,Os objetivos incluem oferecer condições que garantam a inclusão social das pessoas com TEA.
